Gate,VOL,Trans,Cap,Tphl,Tplh
010,0.7,200,30.00,0.1358,0.08744
010,0.72,200,7.00,0.06477,0.03448
010,0.6,350,30.00,0.2126,0.1317
010,0.72,20,92.16,0.1884,0.1349
010,0.63,300,7.00,0.09657,0.05442
010,0.6,30,23.04,0.07355,0.0492
010,0.71,90,150.00,0.3305,0.2368
010,0.65,30,11.52,0.03985,0.02755
010,0.69,30,7.00,0.02811,0.01936
010,0.73,150,92.16,0.2325,0.1646
010,0.61,200,5.76,0.07614,0.04409
010,0.63,10,11.52,0.03381,0.02295
010,0.72,90,5.76,0.04058,0.02379
010,0.65,120,92.16,0.2549,0.1744
010,0.64,70,30.00,0.09842,0.06727
010,0.74,90,11.52,0.05498,0.0345
010,0.75,50,7.00,0.03271,0.02079
010,0.74,20,184.32,0.346,0.2595
010,0.75,200,46.08,0.1604,0.1069
010,0.62,30,184.32,0.4449,0.3067
010,0.65,20,30.00,0.07686,0.05291
010,0.64,50,92.16,0.2312,0.1586
010,0.8,250,2.88,0.0458,0.00961
010,0.74,10,2.88,0.01165,0.00804
010,0.71,150,30.00,0.1179,0.0778
010,0.69,20,30.00,0.07088,0.05021
010,0.65,20,150.00,0.3384,0.2368
010,0.76,50,7.00,0.03217,0.02043
010,0.73,90,11.52,0.05572,0.03492
010,0.67,200,46.08,0.1776,0.1194
010,0.76,10,92.16,0.1735,0.1292
010,0.79,20,7.00,0.02182,0.01512
010,0.63,300,150.00,0.4707,0.3186
010,0.71,10,184.32,0.3632,0.2646
010,0.65,10,11.52,0.03227,0.02223
010,0.62,70,11.52,0.05836,0.03839
010,0.68,300,46.08,0.211,0.1363
010,0.73,10,5.76,0.01723,0.01216
010,0.6,200,46.08,0.1999,0.1335
010,0.7,200,150.00,0.3763,0.2653
010,0.65,90,23.04,0.08901,0.06038
010,0.79,20,23.04,0.04968,0.03642
010,0.66,50,11.52,0.04715,0.03185
010,0.7,90,5.76,0.04232,0.02495
010,0.61,350,92.16,0.3679,0.2465
010,0.75,30,5.76,0.02393,0.01587
010,0.65,120,184.32,0.4555,0.3134
010,0.76,50,92.16,0.1866,0.1368
010,0.72,200,46.08,0.1661,0.1114
010,0.71,200,30.00,0.1339,0.08603
010,0.62,20,30.00,0.08301,0.05565
010,0.64,200,2.88,0.0539,0.02845
010,0.62,30,7.00,0.03147,0.02143
010,0.61,10,5.76,0.02142,0.01438
010,0.72,10,7.00,0.01979,0.01403
010,0.78,300,7.00,0.07169,0.0286
010,0.7,120,30.00,0.108,0.0732
010,0.68,250,92.16,0.2885,0.1993
010,0.74,350,46.08,0.2072,0.1303
010,0.74,30,46.08,0.09954,0.07183
010,0.6,20,5.76,0.02573,0.01747
010,0.79,90,30.00,0.08652,0.05976
010,0.8,70,92.16,0.1854,0.137
010,0.75,10,11.52,0.0275,0.01969
010,0.68,350,11.52,0.1154,0.06446
010,0.75,90,150.00,0.3115,0.2271
010,0.72,70,30.00,0.08603,0.0603
010,0.7,350,23.04,0.1552,0.09195
010,0.77,30,11.52,0.03373,0.02373
010,0.65,20,23.04,0.06128,0.04247
010,0.69,300,46.08,0.2079,0.1342
010,0.66,50,46.08,0.1219,0.08408
010,0.73,200,5.76,0.05838,0.02923
010,0.73,350,30.00,0.1683,0.1008
010,0.73,30,11.52,0.03527,0.02483
010,0.66,70,30.00,0.09475,0.0652
010,0.76,300,184.32,0.4446,0.3165
010,0.65,20,92.16,0.2134,0.1478
010,0.69,20,11.52,0.03351,0.02356
010,0.73,250,46.08,0.1815,0.1182
010,0.74,300,11.52,0.09471,0.04999
010,0.78,250,2.88,0.04662,0.01202
010,0.79,300,7.00,0.07064,0.0271
010,0.67,50,150.00,0.3397,0.237
010,0.76,200,46.08,0.1587,0.1054
010,0.68,20,92.16,0.2011,0.1413
010,0.71,90,2.88,0.03104,0.01665
010,0.71,90,11.52,0.0573,0.0363
010,0.79,200,184.32,0.3946,0.2885
010,0.73,50,150.00,0.3028,0.223
010,0.68,120,46.08,0.1442,0.09973
010,0.66,70,92.16,0.2308,0.1583
010,0.66,250,30.00,0.1611,0.102
010,0.68,10,23.04,0.05454,0.03822
010,0.79,50,46.08,0.09996,0.07324
010,0.74,90,7.00,0.04291,0.0255
010,0.78,200,150.00,0.3382,0.2437
010,0.66,200,150.00,0.4031,0.28
010,0.8,150,5.76,0.04529,0.02105
010,0.79,300,5.76,0.06542,0.02246
010,0.6,90,23.04,0.09763,0.06549
010,0.73,120,92.16,0.2199,0.1576
010,0.71,200,7.00,0.06609,0.03571
010,0.62,250,2.88,0.0642,0.03369
010,0.75,300,5.76,0.06913,0.02852
010,0.66,30,7.00,0.02933,0.02021
010,0.61,150,5.76,0.06567,0.03873
010,0.79,50,5.76,0.02803,0.0172
010,0.73,120,2.88,0.03433,0.01657
010,0.75,90,46.08,0.1196,0.08448
010,0.78,50,150.00,0.2819,0.2114
010,0.7,90,2.88,0.03184,0.01723
010,0.63,70,23.04,0.08409,0.05721
010,0.73,30,2.88,0.01805,0.01121
010,0.61,10,7.00,0.02456,0.01639
010,0.79,70,30.00,0.0795,0.0558
010,0.71,20,7.00,0.02385,0.01662
010,0.68,70,11.52,0.05312,0.0348
010,0.67,120,150.00,0.3679,0.2548
010,0.7,350,30.00,0.1771,0.1076
010,0.71,10,2.88,0.01208,0.00835
010,0.8,250,92.16,0.2496,0.173
010,0.79,120,11.52,0.05746,0.03408
010,0.61,250,150.00,0.4703,0.3158
010,0.71,300,30.00,0.1607,0.09961
010,0.65,250,92.16,0.3025,0.2077
010,0.68,90,5.76,0.04366,0.02613
010,0.78,150,11.52,0.06452,0.03698
010,0.63,250,5.76,0.0804,0.04581
010,0.8,20,5.76,0.01947,0.01331
010,0.73,120,184.32,0.3953,0.2862
010,0.65,250,2.88,0.05886,0.02929
010,0.63,30,150.00,0.3628,0.2468
010,0.71,250,7.00,0.07331,0.03806
010,0.62,30,5.76,0.02849,0.01926
010,0.7,30,46.08,0.105,0.07504
010,0.69,150,2.88,0.04162,0.02083
010,0.6,10,46.08,0.1241,0.0818
010,0.73,300,30.00,0.156,0.09587
010,0.67,300,5.76,0.0805,0.042
010,0.69,200,46.08,0.1726,0.116
010,0.68,30,2.88,0.01942,0.01231
010,0.67,250,23.04,0.1392,0.08605
010,0.78,70,2.88,0.02445,0.01233
010,0.73,250,2.88,0.04997,0.01814
010,0.65,200,30.00,0.1475,0.09501
010,0.77,350,23.04,0.1368,0.07696
010,0.66,70,23.04,0.07971,0.05475
010,0.63,70,5.76,0.04244,0.02625
010,0.72,300,11.52,0.09886,0.05361
010,0.77,350,92.16,0.2926,0.1976
010,0.71,300,184.32,0.4757,0.3334
010,0.61,150,46.08,0.1767,0.1188
010,0.74,200,184.32,0.415,0.3026
010,0.61,30,92.16,0.2436,0.1612
010,0.73,50,2.88,0.02279,0.01316
010,0.63,350,5.76,0.09702,0.05269
010,0.76,20,23.04,0.05121,0.03724
010,0.6,200,92.16,0.3181,0.2119
010,0.68,150,11.52,0.07644,0.04655
010,0.69,350,5.76,0.08345,0.04018
010,0.71,30,150.00,0.303,0.2218
010,0.75,20,92.16,0.1802,0.1338
010,0.79,10,7.00,0.0182,0.01306
010,0.66,30,46.08,0.1137,0.07899
010,0.73,300,46.08,0.1965,0.1258
010,0.65,300,2.88,0.06486,0.03094
010,0.78,300,23.04,0.1261,0.07207
010,0.6,200,150.00,0.4688,0.3105
010,0.78,350,5.76,0.07127,0.0235
010,0.65,30,150.00,0.3452,0.2389
010,0.65,10,150.00,0.3398,0.2339
010,0.62,350,150.00,0.5016,0.3368
010,0.68,70,30.00,0.09145,0.06348
010,0.74,200,7.00,0.0619,0.0321
010,0.62,90,184.32,0.4747,0.3252
010,0.8,300,2.88,0.05103,0.00818
010,0.65,250,7.00,0.08431,0.04738
010,0.62,250,46.08,0.2117,0.1401
010,0.6,30,30.00,0.09187,0.06086
010,0.63,350,150.00,0.4909,0.3312
010,0.79,150,46.08,0.1364,0.09313
010,0.74,200,92.16,0.2479,0.1739
010,0.77,150,46.08,0.1393,0.09534
010,0.75,150,150.00,0.3314,0.2392
010,0.68,20,11.52,0.03413,0.02384
010,0.74,20,30.00,0.06608,0.04744
010,0.6,50,7.00,0.04071,0.02659
010,0.67,250,7.00,0.08046,0.04417
010,0.78,120,2.88,0.03146,0.01312
010,0.79,150,5.76,0.04591,0.02187
010,0.65,30,184.32,0.4123,0.291
010,0.77,10,92.16,0.1714,0.1271
010,0.69,200,30.00,0.1379,0.08872
010,0.64,150,23.04,0.114,0.07401
010,0.71,10,150.00,0.3004,0.217
010,0.69,350,150.00,0.4389,0.3036
010,0.67,10,2.88,0.01278,0.0088
010,0.77,10,30.00,0.06,0.04409
010,0.68,150,150.00,0.3722,0.2593
010,0.65,350,23.04,0.1701,0.1032
010,0.75,300,30.00,0.1515,0.09198
010,0.67,200,23.04,0.1249,0.0788
010,0.7,300,2.88,0.05788,0.02269
010,0.64,10,30.00,0.07465,0.05143
010,0.8,30,184.32,0.3272,0.25
010,0.63,200,11.52,0.09756,0.05857
010,0.72,10,5.76,0.01746,0.0123
010,0.77,300,184.32,0.439,0.3134
010,0.78,300,5.76,0.06617,0.02396
010,0.62,30,150.00,0.3725,0.2513
010,0.76,70,7.00,0.03742,0.02256
010,0.72,70,7.00,0.03962,0.02448
010,0.61,10,23.04,0.06391,0.04261
010,0.73,200,150.00,0.3599,0.2564
010,0.66,20,23.04,0.06,0.04183
010,0.66,90,7.00,0.04922,0.03029
010,0.71,90,5.76,0.04153,0.02436
010,0.6,250,46.08,0.2193,0.145
010,0.78,120,30.00,0.09821,0.06581
010,0.75,10,46.08,0.09101,0.06692
010,0.8,150,92.16,0.2143,0.153
010,0.74,90,30.00,0.09147,0.06351
010,0.76,150,92.16,0.2238,0.1585
010,0.64,90,150.00,0.3777,0.2602
010,0.71,150,23.04,0.1026,0.0661
010,0.77,90,11.52,0.0525,0.03275
010,0.71,200,23.04,0.1167,0.07324
010,0.63,200,7.00,0.07854,0.0458
010,0.75,250,184.32,0.4319,0.3084
010,0.61,70,11.52,0.05931,0.03897
010,0.73,350,46.08,0.2117,0.1324
010,0.64,70,7.00,0.04521,0.02834
010,0.74,250,30.00,0.1418,0.08834
010,0.8,10,7.00,0.01802,0.01295
010,0.71,70,184.32,0.3857,0.279
010,0.64,200,23.04,0.1315,0.08303
010,0.8,20,46.08,0.08868,0.06657
010,0.61,70,5.76,0.04415,0.02731
010,0.67,30,2.88,0.01974,0.01254
010,0.73,70,184.32,0.3737,0.2732
010,0.77,20,184.32,0.334,0.2521
010,0.73,350,5.76,0.07726,0.03262
010,0.66,10,92.16,0.2063,0.1453
010,0.69,350,30.00,0.1801,0.11
010,0.8,250,11.52,0.0796,0.03887
010,0.77,120,92.16,0.2104,0.1514
010,0.79,90,7.00,0.03971,0.0227
010,0.71,20,2.88,0.0156,0.0102
010,0.66,200,92.16,0.2804,0.192
010,0.7,250,2.88,0.05267,0.02216
010,0.71,300,11.52,0.1008,0.05544
010,0.7,300,46.08,0.2051,0.132
010,0.69,90,150.00,0.3417,0.2408
010,0.66,50,5.76,0.03414,0.02171
010,0.69,20,23.04,0.05664,0.04019
010,0.79,200,30.00,0.1205,0.07515
010,0.65,20,5.76,0.02338,0.01612
010,0.78,120,92.16,0.2079,0.1502
010,0.64,120,2.88,0.04138,0.02337
010,0.76,300,11.52,0.09168,0.04656
010,0.67,300,23.04,0.1515,0.09268
010,0.62,120,11.52,0.07688,0.0479
010,0.67,10,92.16,0.2009,0.1442
010,0.79,350,7.00,0.07609,0.02671
010,0.73,10,30.00,0.06309,0.0456
010,0.65,350,11.52,0.1244,0.07116
010,0.7,70,11.52,0.05158,0.03377
010,0.72,250,5.76,0.06625,0.03216
010,0.7,90,7.00,0.04595,0.02786
010,0.77,120,46.08,0.128,0.08934
010,0.79,250,150.00,0.3512,0.2517
010,0.8,300,5.76,0.06469,0.02091
010,0.71,350,5.76,0.07995,0.03621
010,0.79,250,46.08,0.168,0.1078
010,0.72,120,23.04,0.09183,0.06018
010,0.77,250,5.76,0.06133,0.02529
010,0.71,120,30.00,0.1067,0.07221
010,0.72,30,23.04,0.05794,0.04117
010,0.64,20,184.32,0.4223,0.2937
010,0.75,200,2.88,0.04294,0.01582
010,0.75,350,7.00,0.08032,0.03403
010,0.74,50,2.88,0.02222,0.01283
010,0.73,10,11.52,0.02816,0.02015
010,0.62,10,46.08,0.1173,0.07853
010,0.8,20,92.16,0.1694,0.1292
010,0.8,50,30.00,0.07168,0.05126
010,0.72,90,92.16,0.2133,0.1516
010,0.75,90,5.76,0.03854,0.02209
010,0.64,30,7.00,0.03039,0.02074
010,0.74,10,184.32,0.3469,0.2569
010,0.69,300,7.00,0.08375,0.04365
010,0.72,300,46.08,0.1994,0.1277
010,0.63,10,5.76,0.02042,0.01389
010,0.73,150,23.04,0.1001,0.06401
010,0.64,200,5.76,0.07111,0.04036
010,0.64,350,92.16,0.3474,0.2344
010,0.63,30,2.88,0.02104,0.01351
010,0.74,250,2.88,0.0488,0.0169
010,0.72,350,2.88,0.06072,0.01955
010,0.71,70,30.00,0.08716,0.0612
010,0.79,30,23.04,0.05303,0.03844
010,0.7,90,184.32,0.399,0.2872
010,0.62,50,92.16,0.2428,0.1649
010,0.72,30,11.52,0.03572,0.02514
010,0.73,200,46.08,0.1641,0.1099
010,0.75,350,11.52,0.1002,0.05014
010,0.77,30,30.00,0.0667,0.0487
010,0.65,250,5.76,0.07758,0.04254
010,0.63,150,92.16,0.2762,0.1875
010,0.62,300,7.00,0.09945,0.05633
010,0.65,120,2.88,0.04039,0.02259
010,0.76,250,46.08,0.1744,0.113
010,0.6,90,184.32,0.4998,0.3345
010,0.69,250,23.04,0.1341,0.08268
010,0.63,120,184.32,0.476,0.3237
010,0.66,10,150.00,0.3321,0.2351
010,0.67,150,23.04,0.109,0.07047
010,0.61,250,30.00,0.1749,0.1114
010,0.68,10,5.76,0.01851,0.01289
010,0.67,350,7.00,0.09507,0.04979
010,0.72,350,5.76,0.07859,0.03448
010,0.72,350,23.04,0.1499,0.08765
010,0.64,50,11.52,0.04856,0.03283
010,0.76,20,92.16,0.1778,0.1327
010,0.75,70,2.88,0.02568,0.01362
010,0.68,20,150.00,0.3178,0.227
010,0.7,120,150.00,0.3478,0.2451
010,0.8,300,7.00,0.06977,0.02555
010,0.75,50,150.00,0.2927,0.216
010,0.64,50,184.32,0.4374,0.3025
010,0.79,70,23.04,0.06736,0.04657
010,0.66,350,7.00,0.09721,0.05186
010,0.8,70,46.08,0.1063,0.07643
010,0.74,20,2.88,0.01501,0.00981
010,0.74,250,150.00,0.3743,0.2647
010,0.76,20,184.32,0.3378,0.2544
010,0.68,350,46.08,0.2279,0.1446
010,0.72,90,30.00,0.09386,0.06518
010,0.75,20,5.76,0.02046,0.01414
010,0.8,70,23.04,0.06674,0.04607
010,0.61,200,2.88,0.05879,0.0323
010,0.77,50,7.00,0.03173,0.02009
010,0.75,200,150.00,0.3513,0.251
010,0.6,250,7.00,0.09435,0.05518
010,0.62,10,5.76,0.0209,0.01413
010,0.71,70,92.16,0.21,0.1484
010,0.75,90,184.32,0.3713,0.2758
010,0.75,70,11.52,0.04823,0.03134
010,0.7,350,2.88,0.06293,0.02296
010,0.8,50,184.32,0.3372,0.2554
010,0.78,90,11.52,0.05151,0.03215
010,0.66,350,150.00,0.4626,0.317
010,0.71,10,30.00,0.06481,0.04662
010,0.7,300,30.00,0.1635,0.1017
010,0.67,350,30.00,0.1863,0.1145
010,0.68,30,5.76,0.02593,0.01757
010,0.61,70,150.00,0.4005,0.2673
010,0.6,150,2.88,0.05176,0.02951
010,0.71,120,46.08,0.1379,0.09595
010,0.73,90,7.00,0.04365,0.02608
010,0.68,300,7.00,0.0857,0.04538
010,0.6,70,2.88,0.03478,0.02058
010,0.7,350,5.76,0.08149,0.03819
010,0.7,350,184.32,0.502,0.3486
010,0.71,30,30.00,0.07196,0.05147
010,0.61,120,46.08,0.164,0.1105
010,0.71,30,184.32,0.3682,0.2688
010,0.63,300,30.00,0.1866,0.1161
010,0.69,120,7.00,0.05353,0.03161
010,0.72,30,30.00,0.07085,0.05095
010,0.72,10,184.32,0.3575,0.2621
010,0.7,10,5.76,0.01795,0.01258
010,0.6,250,11.52,0.1169,0.06987
010,0.7,150,184.32,0.4227,0.3021
010,0.62,70,7.00,0.04701,0.02948
010,0.67,30,184.32,0.3958,0.2821
010,0.63,120,150.00,0.4022,0.2712
010,0.74,30,184.32,0.3508,0.2621
010,0.6,10,92.16,0.2457,0.1606
010,0.77,150,150.00,0.3241,0.2348
010,0.62,30,30.00,0.08629,0.05869
010,0.79,250,30.00,0.1322,0.07998
010,0.63,120,92.16,0.2645,0.1802
010,0.78,20,5.76,0.01987,0.01357
010,0.77,70,23.04,0.06872,0.04771
010,0.79,10,2.88,0.01101,0.00757
010,0.79,120,150.00,0.3043,0.2246
010,0.61,30,2.88,0.0218,0.01396
010,0.64,30,2.88,0.0207,0.01325
010,0.74,10,23.04,0.04938,0.03581
010,0.64,70,23.04,0.08256,0.05646
010,0.79,150,30.00,0.1066,0.06933
010,0.77,300,23.04,0.1283,0.07375
010,0.8,350,7.00,0.07508,0.02502
010,0.6,70,23.04,0.08967,0.06034
010,0.8,350,30.00,0.1507,0.08624
010,0.64,300,184.32,0.5351,0.3669
010,0.6,30,92.16,0.2502,0.1645
010,0.71,250,2.88,0.05171,0.02081
010,0.6,10,184.32,0.4632,0.3139
010,0.64,350,184.32,0.5574,0.379
010,0.68,350,30.00,0.1832,0.1122
010,0.62,90,2.88,0.03775,0.022
010,0.6,150,184.32,0.5316,0.353
010,0.67,150,150.00,0.3792,0.2626
010,0.72,20,184.32,0.3553,0.2641
010,0.62,300,92.16,0.3404,0.2308
010,0.75,250,2.88,0.04839,0.01569
010,0.75,120,7.00,0.04807,0.02708
010,0.75,90,30.00,0.09047,0.06277
010,0.77,20,46.08,0.09198,0.06781
010,0.69,120,150.00,0.3541,0.2482
010,0.61,350,7.00,0.1112,0.06278
010,0.63,70,184.32,0.4513,0.3126
010,0.63,20,150.00,0.3563,0.2446
010,0.71,350,92.16,0.314,0.2121
010,0.69,70,23.04,0.07595,0.05252
010,0.68,120,184.32,0.4287,0.301
010,0.69,90,92.16,0.2251,0.157
010,0.6,50,92.16,0.2564,0.171
010,0.65,150,5.76,0.0596,0.03472
010,0.76,200,23.04,0.1086,0.06661
010,0.6,20,30.00,0.08784,0.05832
010,0.64,10,7.00,0.02278,0.01557
010,0.69,10,30.00,0.0672,0.04774
010,0.69,300,2.88,0.05904,0.02429
010,0.6,250,184.32,0.5737,0.3821
010,0.78,90,184.32,0.3587,0.269
010,0.63,150,11.52,0.08412,0.05161
010,0.63,250,11.52,0.1088,0.06489
010,0.6,250,2.88,0.06699,0.03701
010,0.73,250,11.52,0.08849,0.04902
010,0.76,250,7.00,0.06736,0.03088
010,0.67,150,46.08,0.1578,0.1085
010,0.65,70,7.00,0.04451,0.02786
010,0.74,90,150.00,0.3157,0.2293
010,0.78,300,150.00,0.373,0.2637
010,0.74,50,30.00,0.07666,0.05428
010,0.65,70,92.16,0.236,0.1608
010,0.67,150,2.88,0.04355,0.02267
010,0.62,250,92.16,0.3224,0.2175
010,0.64,30,184.32,0.4214,0.2959
010,0.64,30,92.16,0.2263,0.1527
010,0.69,250,2.88,0.05353,0.02353
010,0.74,120,2.88,0.03346,0.01587
010,0.75,350,150.00,0.4054,0.2838
010,0.6,350,5.76,0.1056,0.05913
010,0.78,70,5.76,0.03305,0.01918
010,0.63,150,46.08,0.1692,0.1151
010,0.72,50,5.76,0.03122,0.01959
010,0.62,300,150.00,0.4809,0.3238
010,0.79,120,7.00,0.04489,0.02413
010,0.69,300,184.32,0.4902,0.3419
010,0.63,70,2.88,0.03251,0.01912
010,0.69,70,184.32,0.3991,0.2856
010,0.65,90,2.88,0.03529,0.0202
010,0.67,30,23.04,0.0628,0.04375
010,0.72,120,2.88,0.03509,0.01728
010,0.71,30,2.88,0.01855,0.01164
010,0.62,120,5.76,0.05693,0.034
010,0.78,150,5.76,0.04652,0.02271
010,0.63,10,46.08,0.1151,0.07707
010,0.79,20,2.88,0.0142,0.00902
010,0.68,20,2.88,0.01623,0.01069
010,0.73,20,46.08,0.09697,0.06997
010,0.77,250,11.52,0.08333,0.04318
010,0.76,20,11.52,0.03066,0.02175
010,0.6,350,7.00,0.1139,0.06501
010,0.79,90,11.52,0.05089,0.03159
010,0.61,200,7.00,0.08236,0.04848
010,0.68,90,46.08,0.1322,0.09213
010,0.63,50,92.16,0.2368,0.1616
010,0.74,120,7.00,0.04899,0.02782
010,0.72,30,46.08,0.1021,0.07344
010,0.79,150,11.52,0.06353,0.03617
010,0.78,200,184.32,0.3987,0.2914
010,0.6,150,92.16,0.2998,0.1976
010,0.73,150,46.08,0.1457,0.1002
010,0.79,200,5.76,0.05266,0.02257
010,0.63,90,92.16,0.2557,0.1717
010,0.64,150,150.00,0.4009,0.275
010,0.79,20,46.08,0.08974,0.06696
010,0.67,90,184.32,0.4238,0.2985
010,0.64,200,92.16,0.2915,0.1978
010,0.72,30,7.00,0.02706,0.01853
010,0.67,20,184.32,0.3927,0.28
010,0.78,20,30.00,0.06225,0.04591
010,0.66,20,150.00,0.3311,0.2333
010,0.75,20,23.04,0.05182,0.03757
010,0.8,200,5.76,0.05199,0.02141
010,0.71,20,5.76,0.02135,0.01481
010,0.67,120,5.76,0.05108,0.03003
010,0.71,300,23.04,0.1421,0.08474
010,0.6,20,11.52,0.04063,0.02718
010,0.67,30,46.08,0.1112,0.0781
010,0.6,120,46.08,0.168,0.1125
010,0.66,90,23.04,0.08754,0.05957
010,0.62,350,184.32,0.5811,0.3919
010,0.77,70,2.88,0.02485,0.01276
010,0.71,70,2.88,0.02753,0.0154
010,0.62,120,23.04,0.1056,0.07021
010,0.65,30,92.16,0.2207,0.1502
010,0.74,90,5.76,0.03925,0.02269
010,0.61,20,7.00,0.02834,0.01923
010,0.8,120,30.00,0.09605,0.06408
010,0.68,120,92.16,0.2394,0.1672
010,0.73,350,7.00,0.0839,0.03787
010,0.77,30,23.04,0.05423,0.03912
010,0.66,10,11.52,0.0316,0.02191
010,0.7,250,46.08,0.1889,0.1234
010,0.63,150,23.04,0.1158,0.07523
010,0.62,50,46.08,0.1331,0.08982
010,0.61,350,2.88,0.07868,0.04047
010,0.61,120,30.00,0.1245,0.08378
010,0.77,90,30.00,0.08862,0.06115
010,0.72,200,30.00,0.132,0.08471
010,0.67,200,184.32,0.4703,0.3259
010,0.6,90,11.52,0.06835,0.0439
010,0.78,350,150.00,0.3907,0.2742
010,0.79,30,92.16,0.173,0.1295
010,0.6,90,46.08,0.1561,0.1043
010,0.8,250,30.00,0.1303,0.07841
010,0.65,50,5.76,0.03459,0.02208
010,0.67,150,5.76,0.05695,0.03277
010,0.62,50,7.00,0.03945,0.02565
010,0.7,10,184.32,0.3693,0.2669
010,0.72,10,2.88,0.01193,0.00825
010,0.78,150,2.88,0.03562,0.0132
010,0.78,50,46.08,0.101,0.07374
010,0.68,120,2.88,0.03797,0.02026
010,0.64,120,7.00,0.05912,0.03562
010,0.63,30,46.08,0.1223,0.0826
010,0.74,300,23.04,0.1337,0.0792
010,0.73,30,7.00,0.02687,0.01828
010,0.61,50,2.88,0.02826,0.01733
010,0.71,250,11.52,0.09207,0.05211
010,0.78,50,11.52,0.0406,0.02712
010,0.75,120,30.00,0.1018,0.06843
010,0.7,350,150.00,0.4309,0.2997
010,0.72,50,11.52,0.04357,0.02927
010,0.64,90,46.08,0.1423,0.09744
010,0.71,90,23.04,0.08162,0.05547
010,0.61,120,184.32,0.4963,0.336
010,0.63,250,150.00,0.4486,0.3051
010,0.71,300,5.76,0.0739,0.03507
010,0.69,50,7.00,0.0357,0.02285
010,0.7,20,23.04,0.05567,0.03963
010,0.65,150,7.00,0.06479,0.03832
010,0.76,150,5.76,0.04799,0.02447
010,0.6,70,11.52,0.06034,0.03974
010,0.62,350,46.08,0.2502,0.1604
010,0.79,70,7.00,0.03564,0.02123
010,0.68,30,150.00,0.3223,0.2304
010,0.68,150,2.88,0.04237,0.02174
010,0.6,150,7.00,0.07273,0.04328
010,0.64,10,150.00,0.3481,0.2401
010,0.77,90,46.08,0.1171,0.08274
010,0.67,350,2.88,0.06674,0.02845
010,0.65,70,30.00,0.09653,0.06618
010,0.76,200,184.32,0.4049,0.2966
010,0.6,120,2.88,0.04614,0.02659
010,0.8,150,30.00,0.1052,0.06835
010,0.69,350,7.00,0.09058,0.04561
010,0.69,120,11.52,0.0675,0.04188
010,0.69,10,46.08,0.1006,0.07097
010,0.69,200,23.04,0.1207,0.076
010,0.78,350,11.52,0.09565,0.04427
010,0.7,70,92.16,0.2136,0.1502
010,0.72,150,184.32,0.4111,0.2952
010,0.77,30,150.00,0.2826,0.2099
010,0.6,90,30.00,0.1154,0.07751
010,0.64,90,30.00,0.106,0.07256
010,0.71,300,150.00,0.4086,0.2854
010,0.68,150,23.04,0.1075,0.06936
010,0.7,350,11.52,0.1107,0.0602
010,0.7,200,5.76,0.06156,0.03282
010,0.71,50,23.04,0.06658,0.04646
010,0.67,250,5.76,0.07394,0.03952
010,0.66,350,92.16,0.3361,0.2281
010,0.75,90,23.04,0.07785,0.05264
010,0.6,10,23.04,0.06584,0.04348
010,0.8,350,2.88,0.05555,0.00653
010,0.63,20,23.04,0.0648,0.04389
010,0.74,250,7.00,0.06893,0.03365
010,0.61,30,150.00,0.3828,0.2562
010,0.77,200,7.00,0.05892,0.0287
010,0.78,150,184.32,0.3769,0.277
010,0.77,120,184.32,0.3749,0.2761
010,0.8,10,11.52,0.02588,0.01909
010,0.63,120,7.00,0.06037,0.03643
010,0.75,150,2.88,0.0369,0.01569
010,0.71,10,92.16,0.186,0.134
010,0.79,150,7.00,0.04976,0.02537
010,0.76,300,46.08,0.1889,0.1198
010,0.67,10,30.00,0.06977,0.04905
010,0.62,300,23.04,0.1689,0.1029
010,0.61,50,30.00,0.09691,0.06504
010,0.79,350,92.16,0.2861,0.1927
010,0.64,300,5.76,0.08691,0.04756
010,0.74,350,150.00,0.4105,0.2875
010,0.6,30,2.88,0.02224,0.01423
010,0.7,350,46.08,0.2217,0.1397
010,0.69,30,184.32,0.3812,0.2748
010,0.78,50,2.88,0.02115,0.01157
010,0.62,10,11.52,0.03467,0.02335
010,0.77,70,184.32,0.3516,0.2639
010,0.77,20,23.04,0.05069,0.03697
010,0.61,150,23.04,0.1196,0.07783
010,0.63,120,23.04,0.1038,0.06907
010,0.62,20,5.76,0.02468,0.0169
010,0.63,70,150.00,0.3803,0.2574
010,0.6,120,5.76,0.05963,0.03564
010,0.78,10,11.52,0.02658,0.01934
010,0.75,20,2.88,0.01485,0.00959
010,0.6,50,30.00,0.09924,0.0663
010,0.68,200,5.76,0.06417,0.03515
010,0.68,50,5.76,0.03317,0.02087
010,0.62,150,46.08,0.1729,0.1169
010,0.7,250,30.00,0.1515,0.09488
010,0.7,30,92.16,0.1981,0.1404
010,0.74,10,150.00,0.2857,0.2097
010,0.7,10,7.00,0.02039,0.01434
010,0.63,30,23.04,0.06813,0.04664
010,0.7,300,7.00,0.08225,0.04181
010,0.66,200,11.52,0.0916,0.05463
010,0.67,350,150.00,0.4542,0.3132
010,0.66,20,5.76,0.023,0.01588
010,0.69,20,5.76,0.02197,0.01523
010,0.74,150,23.04,0.0986,0.06295
010,0.77,350,150.00,0.3954,0.2779
010,0.79,70,92.16,0.1876,0.138
010,0.67,70,11.52,0.054,0.03548
010,0.72,300,5.76,0.07251,0.0335
010,0.62,150,5.76,0.06419,0.03772
010,0.73,120,11.52,0.0634,0.03866
010,0.69,200,5.76,0.06289,0.03407
010,0.69,250,46.08,0.1913,0.1255
